X;Y;Z;Classification;R;G;B;NIR;treeID;Tree_type
691357.31;6468327.08;0.0;2;15104;19456;11264;46336;30133.0;Сосна
691350.79;6468323.91;5.895;5;32768;29440;25088;46336;27544.0;Сосна
691351.48;6468324.36;5.413;5;32256;31232;22272;49408;27544.0;Сосна
691353.22;6468325.5;8.812;5;19712;25600;13824;50176;27544.0;Сосна
691353.95;6468325.99;8.957;5;14336;19200;11008;43008;27544.0;Сосна
691354.46;6468326.32;7.254;5;29184;34560;20224;54528;27544.0;Сосна
691355.04;6468326.72;5.883;5;25856;29952;17920;54016;27544.0;Сосна
691354.73;6468326.51;2.66;5;28672;34048;18944;54272;27544.0;Сосна
691354.48;6468326.35;0.0;2;29184;34560;20224;54528;27544.0;Сосна
691355.2;6468326.83;0.0;2;29184;33792;20992;55040;27544.0;Сосна
691355.43;6468326.98;2.412;5;26368;31488;18944;53760;27544.0;Сосна
691350.31;6468324.67;3.815;5;27648;24320;19456;39168;27544.0;Сосна
691350.78;6468324.96;8.594;5;31744;31232;21248;48896;27544.0;Сосна
691351.7;6468325.56;10.557;5;25344;32512;16896;56576;27544.0;Сосна
691352.54;6468326.12;11.8;5;20480;27392;13824;52992;27544.0;Сосна
691353.17;6468326.54;11.151;5;21248;28160;14592;51456;27544.0;Сосна
691353.46;6468326.73;6.762;5;25088;30208;17664;53504;27544.0;Сосна
691353.68;6468326.88;9.149;5;27648;33280;20736;55296;27544.0;Сосна
691352.81;6468326.33;0.0;2;27136;34816;19456;57088;27544.0;Сосна
691353.02;6468326.45;2.141;5;21248;28160;14592;51456;27544.0;Сосна
691354.0;6468327.09;5.136;5;27136;34048;20992;56832;27544.0;Сосна
691354.24;6468327.25;7.688;5;17152;24064;13568;51456;27544.0;Сосна
691355.23;6468327.91;3.689;5;22528;27136;16384;50944;27544.0;Сосна
691350.15;6468325.92;6.339;5;27904;31488;18944;52736;27544.0;Сосна
691350.27;6468326.0;7.632;5;24320;29440;16384;54016;27544.0;Сосна
691351.28;6468326.66;10.533;5;26880;32256;17920;56320;27544.0;Сосна
691352.0;6468327.14;10.98;5;23296;29952;18432;54784;27544.0;Сосна
691351.77;6468326.99;8.691;5;24576;30976;16896;55040;27544.0;Сосна
691353.05;6468327.84;7.15;5;20992;27136;14848;53760;27544.0;Сосна
691354.53;6468328.81;7.195;5;13312;17408;10496;40960;32887.0;Сосна
691354.97;6468329.11;4.935;5;6400;9728;5120;31232;32887.0;Сосна
691355.18;6468329.24;6.971;5;11264;14848;8960;35584;32887.0;Сосна
691355.85;6468329.68;6.206;5;18688;23040;13824;40960;32887.0;Сосна
691356.07;6468329.84;1.438;1;12800;16384;10496;34816;29340.0;Сосна
691355.92;6468329.75;0.0;2;18688;23040;13824;40960;32887.0;Сосна
691350.27;6468327.18;3.835;5;20992;26880;15616;50688;27544.0;Сосна
691350.43;6468327.27;5.393;5;15360;21248;9472;49152;27544.0;Сосна
691351.14;6468327.74;5.499;5;17920;25088;12544;50688;27544.0;Сосна
691351.41;6468327.91;8.233;5;24576;30720;18432;55552;27544.0;Сосна
691351.96;6468328.28;6.55;5;21504;27136;15360;53248;27544.0;Сосна
691354.24;6468329.78;8.098;5;7168;9984;5888;34816;32887.0;Сосна
691350.46;6468328.22;5.022;5;21504;27392;16640;50944;27544.0;Сосна
691350.17;6468328.05;2.102;5;25856;32000;18688;55552;27544.0;Сосна
691350.63;6468328.36;0.0;2;16896;22016;12544;48384;27544.0;Сосна
691352.12;6468329.32;8.008;5;26624;32512;18176;57088;32887.0;Сосна
691352.2;6468329.37;8.843;5;26368;32768;18176;55296;32887.0;Сосна
691352.9;6468329.83;8.234;5;22272;26880;17152;49920;32887.0;Сосна
691353.12;6468329.97;10.468;5;16896;22016;12544;45568;32887.0;Сосна
691351.12;6468329.76;2.711;5;14848;18944;12032;43520;32887.0;Сосна
691350.86;6468329.59;0.0;2;9984;13312;8704;35072;32887.0;Сосна
691351.43;6468329.95;5.82;5;21248;27136;15360;50944;32887.0;Сосна
691351.27;6468329.85;4.231;5;22528;27904;16896;54528;32887.0;Сосна
691348.4;6468333.52;0.0;2;8704;8704;8704;17920;32638.0;Сосна
691345.41;6468333.22;3.106;5;7424;8704;7680;27392;32638.0;Сосна
691343.73;6468333.06;2.234;5;23296;29952;17920;55040;32638.0;Сосна
691340.33;6468332.73;3.179;5;20992;27904;17408;53248;37162.0;Сосна
691349.47;6468334.47;3.175;5;39936;36096;27648;48896;32638.0;Сосна
691349.27;6468334.45;1.421;5;30976;29440;20736;45824;32638.0;Сосна
691349.1;6468334.44;0.0;2;22784;24576;16128;44544;32638.0;Сосна
691348.8;6468334.4;4.519;5;20736;24576;16640;48384;32638.0;Сосна
691348.62;6468334.38;3.023;5;9472;13056;7168;41728;32638.0;Сосна
691347.81;6468334.3;3.629;5;19712;26112;16128;53248;32638.0;Сосна
691347.98;6468334.32;5.036;5;19712;26112;16128;53248;32638.0;Сосна
691346.81;6468334.21;2.039;5;7424;8960;8448;26880;32638.0;Сосна
691347.11;6468334.23;4.603;5;6656;8448;6400;29696;32638.0;Сосна
691344.86;6468334.02;0.0;2;14848;15616;12800;34048;32638.0;Сосна
691345.04;6468334.04;1.548;5;14592;16128;12544;37888;32638.0;Сосна
691344.26;6468333.96;0.0;2;26624;29440;21760;54528;32638.0;Сосна
691344.19;6468333.94;6.724;5;24576;28160;19200;55040;32638.0;Сосна
691349.27;6468335.5;1.82;5;21760;26112;14592;51968;32638.0;Сосна
691348.88;6468335.46;5.456;5;20224;27392;15104;51456;32638.0;Сосна
691347.69;6468335.33;9.859;5;20224;26368;14080;53504;32638.0;Сосна
691347.61;6468335.32;9.19;5;20224;26368;14080;53504;32638.0;Сосна
691346.22;6468335.2;4.394;5;25088;30720;18176;56576;32638.0;Сосна
691346.55;6468335.23;7.208;5;18176;24064;13312;51712;32638.0;Сосна
691345.62;6468335.14;6.408;5;16640;18176;14592;42752;32638.0;Сосна
691345.5;6468335.13;5.403;5;20480;21504;17664;42240;32638.0;Сосна
691344.51;6468335.03;4.155;5;28160;27392;23552;47616;32638.0;Сосна
691344.77;6468335.06;6.34;5;23808;23296;17920;44544;32638.0;Сосна
691349.96;6468336.9;3.991;5;28416;34048;18176;55808;32638.0;Сосна
691349.38;6468336.84;6.113;5;20224;26880;16896;53504;32638.0;Сосна
691348.47;6468336.75;5.969;5;24320;31232;19712;55808;32638.0;Сосна
691348.64;6468336.76;7.476;5;24320;31232;20224;56320;32638.0;Сосна
691347.85;6468336.69;7.491;5;17408;24320;11264;54272;32638.0;Сосна
691347.3;6468336.63;10.096;5;21504;28672;16128;54016;32638.0;Сосна
691346.42;6468336.55;9.918;5;18432;24320;13056;51712;32638.0;Сосна
691345.58;6468336.47;9.481;5;17152;24320;11776;50688;32638.0;Сосна
691341.06;6468336.05;0.0;2;20224;17664;15104;34048;43793.0;Сосна
691340.26;6468335.97;0.0;2;22784;20992;18432;36096;43793.0;Сосна
691340.95;6468336.03;5.684;5;22272;19968;18176;36864;43793.0;Сосна
691340.14;6468335.94;6.456;5;23040;20992;17664;37376;43793.0;Сосна
691349.94;6468337.94;4.417;5;20736;27392;15360;49664;32638.0;Сосна
691349.31;6468337.88;6.058;5;28672;35840;20736;58880;32638.0;Сосна
691348.71;6468337.82;8.112;5;18688;23552;12032;49152;32638.0;Сосна
691347.86;6468337.74;8.182;5;19200;23552;12800;50688;32638.0;Сосна
691347.17;6468337.67;9.242;5;18944;25600;14080;53760;32638.0;Сосна
691346.31;6468337.59;9.195;5;27904;34816;21248;58368;32638.0;Сосна
691344.97;6468337.47;4.447;5;24832;31232;20992;57344;32638.0;Сосна
691345.37;6468337.5;7.815;5;23808;30720;19200;58112;32638.0;Сосна
691344.34;6468337.4;6.08;5;21248;27392;18176;54528;32638.0;Сосна
691344.46;6468337.41;7.086;5;20480;26880;16896;54528;32638.0;Сосна
691343.18;6468337.29;3.989;5;23040;26624;17664;48896;32638.0;Сосна
691343.04;6468337.28;2.823;5;23040;26624;17664;48896;32638.0;Сосна
691340.19;6468337.01;0.0;2;24576;21504;17920;36864;43793.0;Сосна
691340.19;6468337.0;6.75;5;26368;23296;19712;38144;43793.0;Сосна
691349.48;6468338.67;1.925;5;16640;23296;11776;48896;32638.0;Сосна
691349.67;6468338.69;3.614;5;22272;28160;16896;51712;32638.0;Сосна
691348.92;6468338.62;4.282;5;21760;27648;15872;54016;32638.0;Сосна
691349.16;6468338.64;6.309;5;23808;29952;17152;52736;32638.0;Сосна
691348.22;6468338.55;5.805;5;7424;10240;6144;37632;32638.0;Сосна
691348.37;6468338.56;7.113;5;7424;10240;6144;37632;32638.0;Сосна
691347.8;6468338.5;8.833;5;19200;22272;16640;49408;32638.0;Сосна
691347.09;6468338.43;10.226;5;16128;21504;10496;49408;32638.0;Сосна
691345.85;6468338.32;6.672;5;22784;29696;15616;55808;32638.0;Сосна
691344.27;6468338.18;0.0;2;23552;29440;15104;55296;32638.0;Сосна
691344.74;6468338.22;4.044;5;24064;29952;16640;56064;32638.0;Сосна
691343.35;6468338.09;0.0;2;19200;21248;15360;48896;32638.0;Сосна
691343.8;6468338.13;3.735;5;20736;26880;14592;53248;32638.0;Сосна
691340.83;6468337.84;0.0;2;19200;17408;15360;32256;48681.0;Сосна
691340.78;6468337.83;6.348;5;21504;19968;16896;33792;48681.0;Сосна
691349.0;6468339.43;4.804;5;23808;29440;17408;52224;32638.0;Сосна
691348.22;6468339.36;5.524;5;15872;19968;13312;47872;32638.0;Сосна
691347.49;6468339.28;6.389;5;21504;28672;18176;53760;32638.0;Сосна
691346.98;6468339.23;9.213;5;20992;27392;16640;51968;32638.0;Сосна
691346.26;6468339.16;10.225;5;21760;28416;16896;55808;32638.0;Сосна
691346.03;6468339.15;8.254;5;23296;29184;17408;56832;32638.0;Сосна
691344.65;6468339.02;3.59;5;23552;28160;17920;54272;32638.0;Сосна
691345.15;6468339.06;7.748;5;23296;28672;18176;54528;32638.0;Сосна
691340.28;6468339.72;0.0;2;27392;24064;19200;39936;44996.0;Сосна
691340.25;6468339.71;6.94;5;27392;24064;19200;39936;44996.0;Сосна
691348.45;6468334.14;4.559;5;8192;11008;7424;34304;32638.0;Сосна
691348.72;6468334.34;0.0;2;9472;13056;7168;41728;32638.0;Сосна
691348.87;6468334.44;1.508;5;20736;24576;16640;48384;32638.0;Сосна
691349.04;6468334.53;3.171;5;22784;24576;16128;44544;32638.0;Сосна
691349.41;6468334.79;0.0;2;39424;35840;26880;50944;32638.0;Сосна
691343.72;6468332.4;5.27;5;20736;24832;15616;49920;32638.0;Сосна
691345.21;6468333.41;6.45;5;11264;12800;10240;29184;32638.0;Сосна
691347.17;6468334.71;4.474;5;13824;17408;10752;43008;32638.0;Сосна
691347.51;6468334.92;7.922;5;23040;28416;18432;53504;32638.0;Сосна
691347.63;6468334.99;9.081;5;22528;27648;18176;54528;32638.0;Сосна
691348.2;6468335.38;8.179;5;23040;30464;16640;56832;32638.0;Сосна
691348.67;6468335.69;5.427;5;14336;19968;10240;50176;32638.0;Сосна
691348.89;6468335.83;7.676;5;26368;32768;22016;58624;32638.0;Сосна
691349.18;6468336.03;3.635;5;25344;32000;20480;55296;32638.0;Сосна
691343.39;6468333.5;1.784;5;23296;27904;18176;52480;32638.0;Сосна
691343.95;6468333.88;6.487;5;23552;27648;18432;53760;32638.0;Сосна
691343.98;6468333.89;0.0;2;23552;27648;18432;53760;32638.0;Сосна
691344.47;6468334.21;6.551;5;28416;29440;23552;46592;32638.0;Сосна
691344.77;6468334.42;1.827;5;21504;22016;16640;37120;32638.0;Сосна
691344.58;6468334.3;0.026;1;28416;29440;23552;46592;32638.0;Сосна
691345.13;6468334.66;5.467;5;21504;20992;17152;40704;32638.0;Сосна
691344.97;6468334.55;3.832;5;17664;17920;14336;36096;32638.0;Сосна
691345.89;6468335.17;6.19;5;15872;18176;13312;46080;32638.0;Сосна
691346.78;6468335.74;8.475;5;24064;31488;19200;57856;32638.0;Сосна
691347.42;6468336.17;7.487;5;24832;30976;18688;57600;32638.0;Сосна
691347.95;6468336.52;6.024;5;26112;33280;20736;56832;32638.0;Сосна
691348.1;6468336.62;7.644;5;19200;26112;13056;54272;32638.0;Сосна
691348.81;6468337.09;7.461;5;17920;24832;13824;50432;32638.0;Сосна
691349.31;6468337.42;5.299;5;15360;21760;11520;49408;32638.0;Сосна
691349.74;6468337.71;3.086;5;27904;35072;20224;58880;32638.0;Сосна
691349.88;6468337.8;4.406;5;26368;33280;20224;54528;32638.0;Сосна
691340.19;6468332.54;2.494;5;19712;25344;15616;50176;37162.0;Сосна
691343.88;6468334.98;4.193;5;18944;17664;16128;36608;32638.0;Сосна
691344.95;6468335.7;7.913;5;30208;32768;24064;55296;32638.0;Сосна
691345.73;6468336.2;8.605;5;23296;30720;16384;56064;32638.0;Сосна
691347.12;6468337.12;8.514;5;20992;28672;15360;54272;32638.0;Сосна
691347.29;6468337.23;10.249;5;20992;28416;16128;56064;32638.0;Сосна
691347.78;6468337.56;8.183;5;20224;26624;16384;54272;32638.0;Сосна
691349.01;6468338.38;6.298;5;31232;37376;21504;58624;32638.0;Сосна
691349.11;6468338.46;0.0;2;28672;35072;20992;56064;32638.0;Сосна
691349.31;6468338.58;2.01;5;18688;24832;12544;49920;32638.0;Сосна
691349.81;6468338.92;0.0;2;25600;30976;20992;51968;32638.0;Сосна
691343.04;6468335.64;0.0;2;27904;25088;19456;43520;32638.0;Сосна
691343.13;6468335.7;0.881;1;27904;25088;19456;43520;32638.0;Сосна
691343.3;6468335.81;2.613;5;27136;25088;19200;45824;32638.0;Сосна
691343.68;6468336.07;6.503;5;27136;27136;20480;53248;32638.0;Сосна
691344.58;6468336.67;8.51;5;20992;26624;16640;52992;32638.0;Сосна
691344.97;6468336.93;5.281;5;19456;24832;14336;52224;32638.0;Сосна
691345.3;6468337.13;8.591;5;20992;27648;15616;54784;32638.0;Сосна
691346.07;6468337.65;9.143;5;19712;26624;13568;53248;32638.0;Сосна
691345.91;6468337.54;7.488;5;24064;31232;18176;57856;32638.0;Сосна
691346.86;6468338.16;10.334;5;22528;29696;16640;55296;32638.0;Сосна
691346.77;6468338.1;9.433;5;26880;34560;21248;58880;32638.0;Сосна
691347.44;6468338.55;8.959;5;14080;18176;10752;46336;32638.0;Сосна
691347.82;6468338.8;5.413;5;9472;12288;8192;38400;32638.0;Сосна
691347.99;6468338.92;7.209;5;6912;10240;5632;35328;32638.0;Сосна
691348.44;6468339.21;4.63;5;21504;25856;16640;51968;32638.0;Сосна
691340.41;6468335.29;5.998;5;18432;17152;16128;32512;43793.0;Сосна
691340.54;6468335.38;0.0;2;18432;17152;16128;32512;43793.0;Сосна
691341.09;6468335.74;5.53;5;25344;23296;19968;39424;43793.0;Сосна
691341.23;6468335.84;0.0;2;23296;19968;15616;34304;43793.0;Сосна
691342.66;6468336.79;0.0;2;34048;30720;22016;50176;32638.0;Сосна
691343.03;6468337.03;3.729;5;24064;27136;17920;48128;32638.0;Сосна
691343.88;6468337.59;5.014;5;19968;25088;15616;54272;32638.0;Сосна
691344.09;6468337.74;0.0;2;27392;33280;22016;58368;32638.0;Сосна
691344.49;6468338.01;4.037;5;25344;31232;17408;56064;32638.0;Сосна
691345.55;6468338.69;7.332;5;19712;25600;14336;53248;32638.0;Сосна
691345.69;6468338.78;8.734;5;20736;26112;15104;53760;32638.0;Сосна
691346.37;6468339.23;8.765;5;25088;32256;19968;59648;32638.0;Сосна
691347.01;6468339.66;8.121;5;21504;27392;16640;52480;32638.0;Сосна
691346.66;6468339.44;4.562;5;19712;25088;15104;50432;32638.0;Сосна
691340.26;6468336.08;6.549;5;24064;22272;19712;36864;43793.0;Сосна
691340.33;6468336.14;0.0;2;24064;22272;19712;36864;43793.0;Сосна
691343.15;6468338.0;0.0;2;16640;20480;13056;47104;32638.0;Сосна
691343.57;6468338.28;4.373;5;16384;18944;12544;45312;32638.0;Сосна
691343.86;6468338.48;0.0;2;16384;23296;12800;51200;32638.0;Сосна
691345.06;6468339.28;5.224;5;21504;27136;17920;52992;32638.0;Сосна
691345.26;6468339.4;7.264;5;18432;23296;16128;48896;32638.0;Сосна
691345.69;6468339.7;3.975;5;10752;15616;7936;43008;32638.0;Сосна
691345.88;6468339.81;5.864;5;21760;27136;18688;52736;32638.0;Сосна
691346.09;6468339.95;8.055;5;22784;29184;18432;54528;32638.0;Сосна
691345.98;6468339.89;0.0;2;21760;27136;18688;52736;32638.0;Сосна
691340.37;6468337.31;2.129;5;28672;25088;22272;42752;43793.0;Сосна
691340.16;6468337.17;0.0;2;24576;21504;17920;36864;43793.0;Сосна
691340.86;6468337.64;0.0;2;18176;17152;14848;33536;48681.0;Сосна
691340.15;6468339.99;0.0;2;28416;25088;20736;42496;44996.0;Сосна
691356.77;6468330.21;0.0;2;8192;7936;6912;14336;29340.0;Сосна
691355.96;6468330.13;0.0;2;16640;21504;13824;38656;29340.0;Сосна
691356.42;6468330.17;4.028;5;10752;12032;10240;19200;29340.0;Сосна
691356.56;6468330.18;5.205;5;10752;12032;10240;19200;29340.0;Сосна
691355.74;6468330.1;5.87;5;13824;18944;9984;38656;29340.0;Сосна
691355.21;6468330.05;8.352;5;19712;25344;16128;44032;29340.0;Сосна
691356.67;6468331.16;2.417;5;15104;16128;12544;28672;29340.0;Сосна
691356.39;6468331.13;0.0;2;22272;30464;17664;51456;29340.0;Сосна
691356.14;6468331.1;5.321;5;25856;35584;19968;56064;29340.0;Сосна
691356.27;6468331.11;6.45;5;22272;30464;17664;51456;29340.0;Сосна
691355.53;6468331.04;7.375;5;21504;26624;13056;48384;29340.0;Сосна
691353.21;6468330.81;8.851;5;6144;8960;7424;23040;32887.0;Сосна
691352.77;6468330.76;5.127;5;3840;5376;4352;24576;32887.0;Сосна
691352.91;6468330.77;6.282;5;4352;6656;5376;24320;32887.0;Сосна
691352.0;6468330.68;5.925;5;6400;8960;6144;27136;32887.0;Сосна
691355.78;6468332.03;8.675;5;17152;23552;13312;47360;29340.0;Сосна
691354.99;6468331.95;8.828;5;19712;26880;13824;52992;29340.0;Сосна
691355.17;6468331.97;10.34;5;19456;27136;13824;53248;29340.0;Сосна
691354.18;6468331.87;9.212;5;23040;27648;16896;50688;29340.0;Сосна
691353.19;6468331.78;8.154;5;6912;9728;8704;25856;32887.0;Сосна
691352.77;6468331.73;4.47;5;5888;8192;6912;24320;32887.0;Сосна
691352.03;6468331.66;5.064;5;6400;9472;5888;23808;32887.0;Сосна
691351.44;6468331.62;0.0;2;15104;18432;14080;38912;32887.0;Сосна
691351.81;6468331.64;3.152;5;7424;11264;6400;27904;32887.0;Сосна
691355.93;6468333.12;8.445;5;16128;20736;10496;46848;29340.0;Сосна
691355.19;6468333.04;9.927;5;14336;20992;11008;46080;29340.0;Сосна
691353.89;6468332.92;6.01;5;15616;21760;13056;46592;29340.0;Сосна
691354.4;6468332.97;10.387;5;21760;25856;15872;51200;29340.0;Сосна
691353.27;6468332.86;7.476;5;20992;23808;15616;47616;29340.0;Сосна
691356.0;6468334.25;6.378;5;23040;30464;15616;54016;29340.0;Сосна
691355.77;6468334.23;4.556;5;15616;22272;10240;47616;29340.0;Сосна
691354.99;6468334.16;5.379;5;11264;16896;7680;44032;29340.0;Сосна
691355.21;6468334.17;7.176;5;23552;29696;16896;55040;29340.0;Сосна
691353.74;6468334.03;9.552;5;7424;10496;7424;30464;29340.0;Сосна
691352.54;6468333.92;6.332;5;6656;7936;8960;22784;29340.0;Сосна
691351.8;6468333.85;0.0;2;12800;14848;11520;30720;29340.0;Сосна
691352.28;6468333.88;4.073;5;6144;8704;8448;23808;29340.0;Сосна
691354.73;6468334.98;4.156;5;26880;31488;18688;55296;29340.0;Сосна
691354.32;6468334.93;8.266;5;22784;26368;17152;49152;29340.0;Сосна
691354.15;6468334.92;6.954;5;16128;19456;12288;42240;29340.0;Сосна
691353.76;6468334.88;3.757;5;8448;11776;6656;28928;29340.0;Сосна
691353.3;6468334.83;6.907;5;6912;10496;6144;27136;29340.0;Сосна
691353.47;6468334.85;8.392;5;9472;12800;8192;30464;29340.0;Сосна
691352.99;6468334.81;4.238;5;8448;13056;7424;30208;29340.0;Сосна
691352.49;6468334.76;0.0;2;12288;15872;9472;32768;29340.0;Сосна
691351.59;6468334.68;0.0;2;11264;10752;7680;20992;29340.0;Сосна
691352.02;6468334.71;3.695;5;6656;9472;5376;24064;29340.0;Сосна
691354.99;6468336.07;0.0;2;12288;16128;8192;40704;33532.0;Сосна
691354.15;6468335.98;0.0;2;22272;27648;13312;49664;33532.0;Сосна
691354.45;6468336.01;2.647;5;21248;27392;15104;47872;33532.0;Сосна
691353.71;6468335.93;3.655;5;28672;32512;18432;53504;29340.0;Сосна
691354.08;6468337.31;3.223;5;6144;7936;6144;26368;33532.0;Сосна
691353.7;6468337.28;0.0;2;6656;8448;6656;22272;33532.0;Сосна
691354.45;6468337.34;6.427;5;2048;4608;4352;16896;33532.0;Сосна
691354.31;6468337.33;5.216;5;4096;6400;5120;22528;33532.0;Сосна
691353.03;6468337.21;1.319;1;5120;6400;5376;16384;33532.0;Сосна
691354.31;6468338.38;5.743;5;6144;8448;8192;21760;33532.0;Сосна
691354.52;6468338.4;7.587;5;6656;9216;9728;24576;33532.0;Сосна
691354.85;6468338.42;10.373;5;10496;13312;9216;30464;33532.0;Сосна
691353.57;6468338.31;6.264;5;6912;8448;8448;17664;33532.0;Сосна
691350.4;6468338.0;0.0;2;21760;21248;15872;41728;32638.0;Сосна
691353.9;6468339.12;3.808;5;19200;22784;16128;38656;33532.0;Сосна
691354.28;6468339.15;7.087;5;12288;15616;11008;32000;33532.0;Сосна
691354.27;6468339.97;0.0;2;16128;20224;11008;41216;33532.0;Сосна
691353.91;6468339.93;3.932;5;13312;17408;9984;36608;33532.0;Сосна
691353.71;6468339.91;2.092;5;17408;21760;13568;41216;33532.0;Сосна
691356.31;6468330.0;3.927;5;8448;11776;7424;28160;29340.0;Сосна
691356.62;6468330.2;0.0;2;8192;7936;6912;14336;29340.0;Сосна
691355.0;6468330.28;8.752;5;18432;25088;15104;45568;29340.0;Сосна
691356.09;6468331.0;5.312;5;26368;35328;20480;54528;29340.0;Сосна
691356.21;6468331.08;6.511;5;22272;30464;17664;51456;29340.0;Сосна
691356.29;6468331.15;0.0;2;22272;30464;17664;51456;29340.0;Сосна
691356.51;6468331.29;2.323;5;14080;17664;11264;32512;29340.0;Сосна
691353.53;6468330.25;7.848;5;1536;5120;1280;22272;32887.0;Сосна
691354.9;6468331.16;7.127;5;10496;14592;7168;39680;29340.0;Сосна
691355.06;6468331.26;8.715;5;23552;28672;16128;51456;29340.0;Сосна
691356.46;6468332.19;8.634;5;14592;18176;9728;41728;29340.0;Сосна
691356.3;6468332.09;0.0;2;14080;19712;10496;41728;29340.0;Сосна
691356.55;6468332.25;2.55;5;18944;22528;13568;45824;29340.0;Сосна
691352.4;6468330.59;8.379;5;8704;10752;7424;29440;32887.0;Сосна
691352.14;6468330.43;5.797;5;8192;11520;6400;30464;32887.0;Сосна
691352.78;6468330.85;5.121;5;4096;5632;5120;22528;32887.0;Сосна
691353.91;6468331.58;9.393;5;16640;19968;12288;44288;29340.0;Сосна
691353.66;6468331.43;6.892;5;11008;13312;8448;35840;29340.0;Сосна
691354.88;6468332.22;12.281;1;22016;29440;15616;53760;29340.0;Сосна
691354.73;6468332.12;10.729;5;21248;27904;15872;53504;29340.0;Сосна
691355.37;6468332.55;10.018;5;22272;28416;15104;50688;29340.0;Сосна
691355.74;6468332.8;6.642;5;23040;29184;16384;50688;29340.0;Сосна
691355.92;6468332.91;8.243;5;17152;22528;12032;47616;29340.0;Сосна
691356.31;6468333.17;4.371;5;25856;31744;18432;54784;29340.0;Сосна
691351.61;6468331.41;5.989;5;9728;13056;10496;29696;32887.0;Сосна
691351.18;6468331.14;1.65;5;8192;9216;9472;21248;32887.0;Сосна
691351.02;6468331.05;0.0;2;8192;9216;9472;21248;32887.0;Сосна
691352.18;6468331.79;4.368;5;6400;9472;5888;23808;32887.0;Сосна
691352.04;6468331.71;2.989;5;6400;9472;5888;23808;32887.0;Сосна
691352.84;6468332.23;3.889;5;6400;8960;6144;23296;32887.0;Сосна
691353.17;6468332.44;7.343;5;7680;10496;6400;30720;29340.0;Сосна
691353.3;6468332.52;8.615;5;11520;14336;9984;37632;29340.0;Сосна
691354.05;6468333.01;9.274;5;13824;17664;10240;41216;29340.0;Сосна
691354.16;6468333.09;10.479;5;13824;17664;10240;41216;29340.0;Сосна
691353.72;6468332.81;5.987;5;22016;27648;18432;50432;29340.0;Сосна
691354.74;6468333.47;8.805;5;9984;14080;4864;39424;29340.0;Сосна
691355.35;6468333.88;7.489;5;23552;28928;17920;52992;29340.0;Сосна
691355.12;6468333.73;5.35;5;13824;17920;11008;43520;29340.0;Сосна
691355.86;6468334.22;4.663;5;17920;24576;12544;50944;29340.0;Сосна
691352.7;6468333.31;6.776;5;8960;10240;9216;25344;29340.0;Сосна
691353.72;6468333.97;10.254;5;5376;7680;6400;27136;29340.0;Сосна
691354.34;6468334.39;9.013;5;19456;23808;15104;47360;29340.0;Сосна
691354.46;6468334.47;2.849;5;15360;19200;10752;44032;29340.0;Сосна
691354.61;6468334.57;4.255;5;14592;18688;9472;43776;29340.0;Сосна
691355.16;6468334.94;1.683;5;23296;29440;16128;51712;29340.0;Сосна
691352.03;6468333.99;4.229;5;8960;11776;10240;25344;29340.0;Сосна
691351.61;6468333.72;0.0;2;14080;15616;12032;32768;29340.0;Сосна
691352.37;6468334.21;7.718;5;8448;11264;9728;25344;29340.0;Сосна
691352.18;6468334.08;5.765;5;8448;11264;10240;25088;29340.0;Сосна
691352.79;6468334.49;4.281;5;12288;15616;11008;30976;29340.0;Сосна
691353.06;6468334.66;6.922;5;8960;13056;9728;28416;29340.0;Сосна
691353.2;6468334.75;8.342;5;8960;12288;9984;28928;29340.0;Сосна
691353.03;6468334.66;0.0;2;8960;13056;9728;28416;29340.0;Сосна
691353.4;6468334.9;3.891;5;9472;12800;8192;30464;29340.0;Сосна
691353.75;6468335.13;0.0;2;10752;14336;7936;31232;29340.0;Сосна
691354.11;6468335.36;3.635;5;16384;21760;11776;45568;29340.0;Сосна
691354.46;6468335.6;0.0;2;24064;31232;16384;53248;33532.0;Сосна
691353.6;6468336.23;3.013;5;30720;35584;19200;54016;33532.0;Сосна
691354.0;6468336.5;0.0;2;25344;30976;15104;51200;33532.0;Сосна
691354.29;6468336.68;2.954;5;20736;25600;14080;44544;33532.0;Сосна
691354.69;6468336.94;7.272;5;5376;8704;6144;23296;33532.0;Сосна
691353.09;6468337.22;1.233;1;5120;6400;5376;16384;33532.0;Сосна
691353.56;6468337.51;6.002;5;5376;5632;6912;17664;33532.0;Сосна
691354.57;6468338.18;9.234;5;5120;7424;8704;19456;33532.0;Сосна
691353.05;6468338.59;0.0;2;5632;6656;7424;16640;33532.0;Сосна
691353.38;6468338.8;3.363;5;6656;7680;7936;19456;33532.0;Сосна
691354.15;6468339.31;3.832;5;8192;11520;6912;31744;33532.0;Сосна
691353.78;6468339.07;0.0;2;23040;26624;19968;44032;33532.0;Сосна
691354.57;6468339.58;8.077;5;11264;14080;9984;35584;33532.0;Сосна
691354.37;6468339.45;6.07;5;12544;15872;11264;35584;33532.0;Сосна
691354.47;6468339.52;0.0;2;11264;14080;9984;35584;33532.0;Сосна
691389.89;6468300.26;4.347;5;33536;28928;23808;46080;42333.0;Сосна
691389.24;6468301.19;0.0;2;39936;35840;29184;50176;40616.0;Сосна
691389.67;6468301.22;3.981;5;33024;31232;24576;48128;40616.0;Сосна
691388.95;6468301.15;5.002;5;36608;32256;25600;43520;40616.0;Сосна
691387.51;6468301.02;0.0;2;30464;28416;22528;39168;50390.0;Сосна
